"","chromosome_name","start_position","end_position","hgnc_symbol"
"10538","4",184755595,184826818,"ACSL1"
"10539","2",222860942,222944639,"ACSL3"
"10540","X",109624244,109733403,"ACSL4"
"10541","15",34790230,34795549,"ACTC1"
"10542","20",33666943,33668525,"ACTL10"
"10543","3",179562886,179588407,"ACTL6A"
"10544","1",236664141,236764631,"ACTN2"
"10545","14",58200080,58235636,"ACTR10"
"10546","10",102461881,102502712,"ACTR1A"
"10547","2",147844517,147930826,"ACVR2A"
"10548","10",126012381,126388477,"ADAM12"
"10549","CHR_HSCHR8_9_CTG1",39429440,39575001,"ADAM18"
"10550","8",39584489,39730065,"ADAM18"
"10551","12",111927018,111929017,"ADAM1B"
"10552","CHR_HSCHR8_9_CTG1",39588691,39683242,"ADAM2"
"10553","8",39743735,39838227,"ADAM2"
"10554","4",174829668,174978180,"ADAM29"
"10555","1",119893533,119896515,"ADAM30"
"10556","20",3667965,3682246,"ADAM33"
"10557","10",133262420,133276868,"ADAM8"
"10558","21",26835755,26845409,"ADAMTS1"
"10559","11",130448645,130476645,"ADAMTS15"
"10560","5",5140330,5320304,"ADAMTS16"
"10561","15",99971437,100342005,"ADAMTS17"
"10562","CHR_HG30_PATCH",179110853,179345461,"ADAMTS2"
"10563","5",179110853,179345461,"ADAMTS2"
"10564","9",133532164,133575519,"ADAMTSL2"
"10565","7",897900,955407,"ADAP1"
"10566","21",45073853,45226560,"ADARB1"
"10567","7",140672945,140696261,"ADCK2"
"10568","CHR_HG2419_PATCH",144373101,144393242,"ADCK5"
"10569","8",144373101,144393242,"ADCK5"
"10570","7",45574140,45723116,"ADCY1"
"10571","CHR_HG1_PATCH",24318348,24335092,"ADCY4"
"10572","14",24318349,24335093,"ADCY4"
"10573","16",3953387,4116442,"ADCY9"
"10574","4",2843844,2930076,"ADD1"
"10575","10",109996368,110135565,"ADD3"
"10576","6",146598967,146815462,"ADGB"
"10577","4",22345071,22516066,"ADGRA3"
"10578","6",68635282,69390571,"ADGRB3"
"10579","19",6887566,6940459,"ADGRE1"
"10580","19",14380501,14408725,"ADGRE5"
"10581","X",18989307,19122637,"ADGRG2"
"10582","X",136300963,136416890,"ADGRG4"
"10583","CHR_HG109_PATCH",14148061,14206505,"ADGRL1"
"10584","19",14147743,14206187,"ADGRL1"
"10585","1",81306147,81993932,"ADGRL2"
"10586","1",78889764,79282124,"ADGRL4"
"10587","CHR_HSCHR2_1_CTG1",3498728,3502360,"ADI1"
"10588","2",3497366,3519531,"ADI1"
"10589","1",202940826,202958572,"ADIPOR1"
"10590","11",10305073,10307397,"ADM"
"10591","18",80109262,80147523,"ADNP2"
"10592","1",203090654,203167405,"ADORA1"
"10593","17",15945130,15975746,"ADORA2B"
"10594","15",72751294,72785846,"ADPGK"
"10595","10",111077029,111080907,"ADRA2A"
"10596","22",40346461,40390463,"ADSL"
"10597","7",44104345,44114562,"AEBP1"
"10598","15",88621337,88632281,"AEN"
"10599","5",149271859,149343637,"AFAP1L1"
"10600","10",114294824,114404756,"AFAP1L2"
"10601","6",108294991,108526796,"AFG1L"
"10602","7",134986508,135147963,"AGBL3"
"10603","CHR_HSCHR6_MHC_APD_CTG1",32247977,32251333,"AGER"
"10604","CHR_HSCHR6_MHC_MCF_CTG1",32257394,32260750,"AGER"
"10605","CHR_HSCHR6_MHC_MANN_CTG1",32220356,32223712,"AGER"
"10606","CHR_HSCHR6_MHC_SSTO_CTG1",32188640,32191996,"AGER"
"10607","CHR_HSCHR6_MHC_QBL_CTG1",32138576,32141932,"AGER"
"10608","CHR_HSCHR6_MHC_COX_CTG1",32129439,32132795,"AGER"
"10609","6",32180968,32184322,"AGER"
"10610","7",100539203,100568220,"AGFG2"
"10611","CHR_HSCHR7_1_CTG6",141633901,141655244,"AGK"
"10612","7",141551278,141655244,"AGK"
"10613","7",15200317,15562015,"AGMO"
"10614","1",35930718,36072500,"AGO3"
"10615","1",35808016,35857890,"AGO4"
"10616","9",136673143,136687457,"AGPAT2"
"10617","21",43865223,43987592,"AGPAT3"
"10618","7",16859412,16881987,"AGR3"
"10619","1",246839098,246931948,"AHCTF1"
"10620","1",109984765,110023742,"AHCYL1"
"10621","11",62433542,62556235,"AHNAK"
"10622","12",8602155,8613242,"AICDA"
"10623","9",131096476,131123152,"AIF1L"
"10624","1",159061599,159187843,"AIM2"
"10625","7",6009255,6023834,"AIMP2"
"10626","17",6393693,6435199,"AIPL1"
"10627","9",4709556,4742043,"AK3"
"10628","9",132725578,132878777,"AK8"
"10629","17",19904302,19978343,"AKAP10"
"10630","X",50190777,50201007,"AKAP4"
"10631","14",64465499,64474503,"AKAP5"
"10632","19",15380050,15419141,"AKAP8L"
"10633","7",134527567,134541412,"AKR1B10"
"10634","19",40230317,40285536,"AKT2"
"10635","3",52198086,52214327,"ALAS1"
"10636","3",105366909,105576900,"ALCAM"
"10637","10",95605941,95656711,"ALDH18A1"
"10638","15",100877714,100916626,"ALDH1A3"
"10639","3",126103562,126197994,"ALDH1L1"
"10640","5",126531200,126595362,"ALDH7A1"
"10641","13",52012391,52079232,"ALG11"
"10642","1",94974405,95072951,"ALG14"
"10643","11",43880811,43920274,"ALKBH3"
"10644","7",102456238,102464863,"ALKBH4"
"10645","19",6372794,6375250,"ALKBH7"
"10646","CHR_HSCHR10_1_CTG2",45390239,45462182,"ALOX5"
"10647","10",45374176,45446119,"ALOX5"
"10648","4",112285509,112442621,"ALPK1"
"10649","11",44260440,44310139,"ALX4"
"10650","17",81887835,81891586,"ALYREF"
"10651","5",33986165,34008104,"AMACR"
"10652","X",11293413,11300761,"AMELX"
"10653","1",109616104,109632051,"AMPD2"
"10654","11",10308313,10507579,"AMPD3"
"10655","9",137174784,137188560,"ANAPC2"
"10656","1",62597520,62606313,"ANGPTL3"
"10657","19",8363289,8374370,"ANGPTL4"
"10658","19",10092338,10102678,"ANGPTL6"
"10659","8",41653220,41896741,"ANK1"
"10660","12",132725503,132761832,"ANKLE2"
"10661","2",240479422,240569209,"ANKMY1"
"10662","16",89267630,89490561,"ANKRD11"
"10663","1",70258999,70354734,"ANKRD13C"
"10664","11",67289300,67302485,"ANKRD13D"
"10665","10",5861616,5889906,"ANKRD16"
"10666","10",97572499,97583884,"ANKRD2"
"10667","19",32597006,32676597,"ANKRD27"
"10668","5",10564070,10657816,"ANKRD33B"
"10669","5",80556755,80570280,"ANKRD34B"
"10670","2",96836611,96858016,"ANKRD39"
"10671","17",50693198,50707914,"ANKRD40"
"10672","22",37830855,37849327,"ANKRD54"
"10673","20",58216126,58228653,"ANKRD60"
"10674","12",98726457,99984936,"ANKS1B"
"10675","CHR_HG926_PATCH",21233699,21253850,"ANKS4B"
"10676","16",21233699,21253850,"ANKS4B"
"10677","9",98731329,98796965,"ANKS6"
"10678","12",45215987,45482280,"ANO6"
"10679","10",80150889,80205572,"ANXA11"
"10680","4",78551747,78610451,"ANXA3"
"10681","4",112231740,112273110,"AP1AR"
"10682","19",10572671,10587315,"AP1M2"
"10683","19",46838136,46850846,"AP2S1"
"10684","5",115841592,115914081,"AP3S1"
"10685","7",100101549,100110345,"AP4M1"
"10686","18",10454635,10489949,"APCDD1"
"10687","11",34853094,34916379,"APIP"
"10688","X",129645259,129654956,"APLN"
"10689","11",57233577,57237250,"APLNR"
"10690","11",116835751,116837622,"APOA1"
"10691","2",21001429,21044073,"APOB"
"10692","19",44914247,44919349,"APOC1"
"10693","12",49967194,49977139,"AQP6"
"10694","15",58138169,58185911,"AQP9"
"10695","X",67544021,67730619,"AR"
"10696","X",47561205,47571908,"ARAF"
"10697","11",72685069,72793599,"ARAP1"
"10698","6",138161939,138344663,"ARFGEF3"
"10699","14",67619920,67651708,"ARG2"
"10700","13",106541673,106568137,"ARGLU1"
"10701","11",46677080,46700619,"ARHGAP1"
"10702","11",110577042,110713189,"ARHGAP20"
"10703","10",48446036,48656265,"ARHGAP22"
"10704","2",68679601,68826833,"ARHGAP25"
"10705","20",38601809,38651035,"ARHGAP40"
"10706","14",32076114,32159728,"ARHGAP5"
"10707","12",14942031,14961728,"ARHGDIB"
"10708","16",280450,283010,"ARHGDIG"
"10709","CHR_HSCHR3_2_CTG2_1",154121003,154261004,"ARHGEF26"
"10710","3",154121003,154257827,"ARHGEF26"
"10711","2",130836914,131047263,"ARHGEF4"
"10712","X",100969708,100990831,"ARL13A"
"10713","17",81681187,81683797,"ARL16"
"10714","16",57245259,57253635,"ARL2BP"
"10715","2",234493041,234497081,"ARL4C"
"10716","2",151788984,151828492,"ARL5A"
"10717","3",138187248,138298384,"ARMC8"
"10718","X",102599168,102604159,"ARMCX5"
"10719","1",44674692,44725591,"ARMH1"
"10720","10",101845599,102056193,"ARMH3"
"10721","1",150809713,150876708,"ARNT"
"10722","15",80404350,80597933,"ARNT2"
"10723","11",13276652,13387266,"ARNTL"
"10724","1",183620846,183635783,"ARPC5"
"10725","15",52547045,52569883,"ARPP19"
"10726","3",35638945,35794496,"ARPP21"
"10727","X",70268305,70281840,"ARR3"
"10728","17",4710596,4721499,"ARRB2"
"10729","22",50622754,50628173,"ARSA"
"10730","11",3645128,3664416,"ART1"
"10731","4",76011184,76114048,"ART3"
"10732","10",102869470,102901899,"AS3MT"
"10733","CHR_HSCHR1_4_CTG3",23436027,23492032,"ASAP3"
"10734","1",23428563,23484568,"ASAP3"
"10735","X",15281697,15315640,"ASB11"
"10736","X",64224194,64230607,"ASB12"
"10737","7",123567010,123639481,"ASB15"
"10738","12",48147789,48181213,"ASB8"
"10739","11",2268498,2270588,"ASCL2"
"10740","1",201113943,201127184,"ASCL5"
"10741","6",118894152,118909171,"ASF1A"
"10742","8",38105493,38144076,"ASH2L"
"10743","12",50057548,50083611,"ASIC1"
"10744","7",151048292,151052756,"ASIC3"
"10745","17",3472374,3503405,"ASPA"
"10746","19",50511600,50514690,"ASPDH"
"10747","2",69960089,69961631,"ASPRV1"
"10748","9",130444961,130501274,"ASS1"
"10749","20",32358330,32439319,"ASXL1"
"10750","2",25733753,25878487,"ASXL2"
"10751","2",23748664,23927123,"ATAD2B"
"10752","CHR_HSCHR6_MHC_SSTO_CTG1",30619065,30639047,"ATAT1"
"10753","CHR_HSCHR6_MHC_MCF_CTG1",30705297,30725280,"ATAT1"
"10754","CHR_HSCHR6_MHC_QBL_CTG1",30616337,30636318,"ATAT1"
"10755","CHR_HSCHR6_MHC_DBB_CTG1",30617079,30637059,"ATAT1"
"10756","CHR_HSCHR6_MHC_COX_CTG1",30616685,30636664,"ATAT1"
"10757","CHR_HSCHR6_MHC_MANN_CTG1",30671478,30691459,"ATAT1"
"10758","6",30626842,30646823,"ATAT1"
"10759","12",50763710,50821162,"ATF1"
"10760","22",39519695,39522683,"ATF4"
"10761","3",112532510,112562046,"ATG3"
"10762","19",10543895,10553418,"ATG4D"
"10763","2",219219380,219229717,"ATG9A"
"10764","14",50532509,50634017,"ATL1"
"10765","13",112690038,112887168,"ATP11A"
"10766","X",139726346,139945276,"ATP11C"
"10767","19",19645198,19663676,"ATP13A1"
"10768","3",193398967,193593111,"ATP13A4"
"10769","3",141876124,141926549,"ATP1B3"
"10770","CHR_HSCHR12_1_CTG2_1",57941541,57957269,"ATP23"
"10771","12",57906039,57959148,"ATP23"
"10772","X",153517642,153582939,"ATP2B3"
"10773","16",84368527,84464187,"ATP2C2"
"10774","X",154428633,154436516,"ATP6AP1"
"10775","16",2513952,2520218,"ATP6V0C"
"10776","14",67294371,67360265,"ATP6V1D"
"10777","22",17592136,17628749,"ATP6V1E1"
"10778","CHR_HSCHR1_3_CTG31",198534710,198552432,"ATP6V1G3"
"10779","1",198523222,198540945,"ATP6V1G3"
"10780","13",51930436,52012125,"ATP7B"
"10781","1",46632737,46673867,"ATPAF1"
"10782","6",16299112,16761491,"ATXN1"
"10783","1",25831913,25859458,"AUNIP"
"10784","10",97677424,97687241,"AVPI1"
"10785","X",70234655,70240659,"AWAT1"
"10786","16",287440,352723,"AXIN1"
"10787","3",28315003,28349050,"AZI2"
"10788","8",102826111,102893864,"AZIN1"
"10789","1",1232237,1235041,"B3GALT6"
"10790","19",17794828,17813576,"B3GNT3"
"10791","3",183253253,183298504,"B3GNT5"
"10792","10",28677510,28682932,"BAMBI"
"10793","1",90711539,90717302,"BARHL2"
"10794","19",48954815,48961798,"BAX"
"10795","14",34752731,34875647,"BAZ1A"
"10796","2",159318979,159616569,"BAZ2B"
"10797","2",169479480,169506655,"BBS5"
"10798","3",107522936,107811339,"BBX"
"10799","19",44809071,44821421,"BCAM"
"10800","CHR_HG2266_PATCH",107580906,107618493,"BCAP29"
"10801","7",107580246,107629170,"BCAP29"
"10802","20",53936777,54070594,"BCAS1"
"10803","1",114567557,114581629,"BCAS2"
"10804","12",24810024,24949101,"BCAT1"
"10805","1",85265776,85276632,"BCL10"
"10806","14",99169287,99272197,"BCL11B"
"10807","20",31664452,31723989,"BCL2L1"
"10808","2",111119378,111168445,"BCL2L11"
"10809","14",23298790,23311751,"BCL2L2"
"10810","3",187721377,187745725,"BCL6"
"10811","11",112175510,112224699,"BCO2"
"10812","10",13438484,13529014,"BEND7"
"10813","11",167784,207399,"BET1L"
"10814","CHR_HSCHR16_1_CTG1",14632814,14669237,"BFAR"
"10815","16",14632931,14669236,"BFAR"
"10816","3",133400056,133475222,"BFSP2"
"10817","X",153494980,153509546,"BGN"
"10818","8",64580365,64583627,"BHLHE22"
"10819","3",4979437,4985323,"BHLHE40"
"10820","5",79111809,79132288,"BHMT"
"10821","6",42746958,42868558,"BICRAL"
"10822","13",102799119,102841533,"BIVM"
"10823","CHR_HG76_PATCH",8388247,8409603,"BLK"
"10824","8",11486894,11564599,"BLK"
"10825","10",96189171,96271587,"BLNK"
"10826","6",8013567,8064396,"BLOC1S5"
"10827","15",45587214,45615945,"BLOC1S6"
"10828","19",40447765,40465764,"BLVRB"
"10829","4",78776342,78916365,"BMP2K"
"10830","14",53949736,53958761,"BMP4"
"10831","20",57168753,57266641,"BMP7"
"10832","10",42782795,42834937,"BMS1"
"10833","8",26383054,26505636,"BNIP3L"
"10834","2",241551424,241574131,"BOK"
"10835","16",29453590,29454351,"BOLA2"
"10836","2",74135400,74147912,"BOLA3"
"10837","CHR_HG2419_PATCH",144262045,144291438,"BOP1"
"10838","8",144262045,144291438,"BOP1"
"10839","19",19176903,19192591,"BORCS8"
"10840","7",134646811,134679816,"BPGM"
"10841","20",38304150,38337505,"BPI"
"10842","20",33217310,33227806,"BPIFA3"
"10843","20",33273480,33309871,"BPIFB1"
"10844","20",33007704,33023703,"BPIFB2"
"10845","20",33053903,33073847,"BPIFB3"
"10846","20",33031648,33044047,"BPIFB6"
"10847","1",220057482,220090462,"BPNT1"
"10848","12",111642146,111685956,"BRAP"
"10849","22",49773283,49827873,"BRD1"
"10850","14",105209286,105315589,"BRF1"
"10851","1",190097658,190478404,"BRINP3"
"10852","5",34915677,34925996,"BRIX1"
"10853","1",222712553,222735196,"BROX"
"10854","21",39184176,39321559,"BRWD1"
"10855","11",62689289,62709845,"BSCL2"
"10856","11",13388008,13463297,"BTBD10"
"10857","17",74356416,74361868,"BTBD17"
"10858","15",40161023,40221123,"BUB1B"
"10859","1",22652762,22661637,"C1QB"
"10860","17",79022814,79049788,"C1QTNF1"
"10861","22",37180166,37199385,"C1QTNF6"
"10862","13",24307166,24322535,"C1QTNF9"
"10863","CHR_HSCHR6_MHC_DBB_CTG1",31879966,31927861,"C2"
"10864","CHR_HSCHR6_MHC_QBL_CTG1",31888164,31936056,"C2"
"10865","CHR_HSCHR6_MHC_MANN_CTG1",31959563,31985058,"C2"
"10866","CHR_HSCHR6_MHC_SSTO_CTG1",31912644,31938328,"C2"
"10867","CHR_HSCHR6_MHC_MCF_CTG1",31974264,32022117,"C2"
"10868","CHR_HSCHR6_MHC_COX_CTG1",31885329,31933220,"C2"
"10869","6",31897785,31945673,"C2"
"10870","11",119102198,119118544,"C2CD2L"
"10871","12",8056844,8066359,"C3AR1"
"10872","19",47290023,47322066,"C5AR1"
"10873","5",41142116,41261438,"C6"
"10874","9",136945185,136946975,"C8G"
"10875","18",23134564,23260470,"CABLES1"
"10876","11",67452406,67461752,"CABP4"
"10877","CHR_HG1815_PATCH",1970786,2703922,"CACNA1C"
"10878","12",1970772,2697950,"CACNA1C"
"10879","1",181317690,181813262,"CACNA1E"
"10880","16",1153106,1221771,"CACNA1H"
"10881","1",201039512,201112451,"CACNA1S"
"10882","3",50362613,50504244,"CACNA2D2"
"10883","17",39173453,39197702,"CACNB1"
"10884","17",66964707,67033398,"CACNG4"
"10885","1",174999163,175012027,"CACYBP"
"10886","19",43622368,43639850,"CADM4"
"10887","6",7326656,7389742,"CAGE1"
"10888","CHR_HSCHR16_4_CTG3_1",71363481,71395224,"CALB2"
"10889","16",71358713,71390436,"CALB2"
"10890","11",14904997,15082342,"CALCB"
"10891","7",134744252,134970729,"CALD1"
"10892","10",103453240,103458900,"CALHM1"
"10893","6",116461370,116463771,"CALHM6"
"10894","7",71779491,72447151,"CALN1"
"10895","19",12938578,12944489,"CALR"
"10896","10",133324072,133336935,"CALY"
"10897","3",9757347,9769992,"CAMK1"
"10898","1",20482391,20486210,"CAMK2N1"
"10899","6",17393595,17557780,"CAP2"
"10900","2",85394753,85418432,"CAPG"
"10901","2",30722771,30820542,"CAPN13"
"10902","1",223701593,223776018,"CAPN2"
"10903","X",111245099,111270483,"CAPN6"
"10904","16",67644988,67657569,"CARMIL2"
"10905","11",67414968,67425607,"CARNS1"
"10906","X",41514934,41923554,"CASK"
"10907","11",105025397,105035250,"CASP1"
"10908","1",15490832,15526534,"CASP9"
"10909","11",66016752,66026479,"CATSPER1"
"10910","7",116524994,116561179,"CAV1"
"10911","17",42402449,42423256,"CAVIN1"
"10912","2",191834310,191847088,"CAVIN2"
"10913","11",119206298,119313926,"CBL"
"10914","21",36069941,36073166,"CBR1"
"10915","18",59430939,59697662,"CCBE1"
"10916","17",44899142,44905390,"CCDC103"
"10917","2",130337933,130342699,"CCDC115"
"10918","22",21632716,21637329,"CCDC116"
"10919","22",41800679,41832164,"CCDC134"
"10920","2",158171073,158456753,"CCDC148"
"10921","11",119190250,119196769,"CCDC153"
"10922","19",11344684,11354944,"CCDC159"
"10923","9",15553043,16061663,"CCDC171"
"10924","14",59504539,59576812,"CCDC175"
"10925","18",32937402,33441101,"CCDC178"
"10926","1",93179919,93278730,"CCDC18"
"10927","9",136796338,136807741,"CCDC183"
"10928","3",113964137,114056594,"CCDC191"
"10929","1",32200595,32205453,"CCDC28B"
"10930","CHR_HG2198_PATCH",74202705,74338316,"CCDC33"
"10931","15",74202705,74336472,"CCDC33"
"10932","17",44673069,44689779,"CCDC43"
"10933","5",151181052,151224093,"CCDC69"
"10934","19",46410329,46413564,"CCDC8"
"10935","2",56183990,56386172,"CCDC85A"
"10936","2",55287842,55419895,"CCDC88A"
"10937","19",47255980,47273701,"CCDC9"
"10938","11",83259081,83286390,"CCDC90B"
"10939","15",40331452,40340939,"CCDC9B"
"10940","CHR_HSCHR6_MHC_DBB_CTG1",31136168,31151940,"CCHCR1"
"10941","CHR_HSCHR6_MHC_MANN_CTG1",31187361,31203155,"CCHCR1"
"10942","CHR_HSCHR6_MHC_COX_CTG1",31134989,31150760,"CCHCR1"
"10943","CHR_HSCHR6_MHC_MCF_CTG1",31220974,31236769,"CCHCR1"
"10944","CHR_HSCHR6_MHC_QBL_CTG1",31134861,31150652,"CCHCR1"
"10945","6",31142439,31158238,"CCHCR1"
"10946","3",42257825,42266185,"CCK"
"10947","17",34360328,34363233,"CCL1"
"10948","17",34285742,34288334,"CCL11"
"10949","16",57404767,57416063,"CCL17"
"10950","7",75810825,75823356,"CCL24"
"10951","CHR_HSCHR17_10_CTG4",36088256,36090169,"CCL3"
"10952","CHR_HSCHR17_7_CTG4",36088598,36090511,"CCL3"
"10953","17",36088256,36090169,"CCL3"
"10954","5",87318416,87412930,"CCNH"
"10955","4",77047155,77076309,"CCNI"
"10956","10",96043394,96060870,"CCNJ"
"10957","14",99481169,99535044,"CCNK"
"10958","5",55231152,55233608,"CCNO"
"10959","2",207711540,207761839,"CCNYL1"
"10960","3",46201711,46208313,"CCR1"
"10961","3",46353864,46360940,"CCR2"
"10962","7",56051685,56063989,"CCT6A"
"10963","21",29055805,29073797,"CCT8"
"10964","7",5898725,5926550,"CCZ1"
"10965","1",117001750,117036552,"CD101"
"10966","12",7346685,7479897,"CD163L1"
"10967","1",116754430,116769229,"CD2"
"10968","3",112921205,112975103,"CD200R1"
"10969","16",30350773,30355308,"CD2BP2"
"10970","1",207752037,207795513,"CD46"
"10971","1",26317958,26320523,"CD52"
"10972","11",64823052,64844653,"CDC42BPG"
"10973","2",37641882,37738468,"CDC42EP3"
"10974","17",73283624,73312005,"CDC42EP4"
"10975","22",19479457,19520612,"CDC45"
"10976","1",91500851,91525764,"CDC7"
"10977","1",193121983,193254815,"CDC73"
"10978","8",25459199,25507911,"CDCA2"
"10979","7",21900899,21945903,"CDCA7L"
"10980","1",54132687,54153770,"CDCP2"
"10981","16",66908122,66918917,"CDH16"
"10982","8",94127162,94217303,"CDH17"
"10983","18",61333430,61555779,"CDH20"
"10984","5",176542511,176595974,"CDHR2"
"10985","16",89680737,89696354,"CDK10"
"10986","12",96278261,96400480,"CDK17"
"10987","11",67506497,67508649,"CDK2AP2"
"10988","17",32486993,32491253,"CDK5R1"
"10989","13",26254104,26420982,"CDK8"
"10990","5",134286350,134371047,"CDKL3"
"10991","12",12685498,12722369,"CDKN1B"
"10992","CHR_HSCHR11_1_CTG7",2883205,2885904,"CDKN1C"
"10993","11",2883213,2885775,"CDKN1C"
"10994","19",10566460,10569059,"CDKN2D"
"10995","4",84583127,84651334,"CDS1"
"10996","16",88803789,88809258,"CDT1"
"10997","19",42507304,42561234,"CEACAM1"
"10998","19",44699151,44710718,"CEACAM16"
"10999","19",33299934,33302534,"CEBPA"
"11000","2",37201612,37231596,"CEBPZ"
"11001","22",17359949,17558151,"CECR2"
"11002","1",214603195,214664571,"CENPF"
"11003","16",81006552,81033114,"CENPN"
"11004","1",10430433,10442808,"CENPS"
"11005","4",184694085,184734130,"CENPU"
"11006","18",12991362,13125052,"CEP192"
"11007","CHR_HSCHR5_5_CTG1",614020,626253,"CEP72"
"11008","5",612340,667168,"CEP72"
"11009","18",12661833,12702777,"CEP76"
"11010","22",46684410,46738252,"CERK"
"11011","19",18868545,18896727,"CERS1"
"11012","19",8206736,8262421,"CERS4"
"11013","X",152826994,152830757,"CETN2"
"11014","11",102047437,102084554,"CFAP300"
"11015","1",159872364,159900165,"CFAP45"
"11016","18",50227193,50266495,"CFAP53"
"11017","12",96489571,96875555,"CFAP54"
"11018","10",104353833,104455102,"CFAP58"
"11019","4",185159665,185209504,"CFAP97"
"11020","CHR_HSCHR6_MHC_SSTO_CTG1",31938304,31944738,"CFB"
"11021","CHR_HSCHR6_MHC_DBB_CTG1",31927837,31934271,"CFB"
"11022","CHR_HSCHR6_MHC_MCF_CTG1",32022093,32028527,"CFB"
"11023","CHR_HSCHR6_MHC_MANN_CTG1",31985034,31990148,"CFB"
"11024","CHR_HSCHR6_MHC_QBL_CTG1",31936032,31942466,"CFB"
"11025","CHR_HSCHR6_MHC_COX_CTG1",31933196,31939630,"CFB"
"11026","6",31945650,31952086,"CFB"
